Name,Foil,Language,Quantity,Scryfall ID
"Arid Mesa","","english","1","25ac5405-df7b-4097-914a-022cb18e20d4"
"Arid Mesa","","english","1","25ac5405-df7b-4097-914a-022cb18e20d4"
"Arid Mesa","","english","1","25ac5405-df7b-4097-914a-022cb18e20d4"
"Crux of Fate",Foil,"Japanese","1","acfb53cc-384e-4ae2-afa5-541100c92951"
"Overgrown Tomb","","english","1","eff1f52c-5c43-4260-aaa0-6920846a191c"
"Ad Nauseam","","english","1","a9f2c53e-ff58-4aa8-89a6-4f45628cc571"
"Goblin Welder","","english","1","17cd920a-de09-454a-a9da-c84512e3aff1"
"Iroas, God of Victory","","Japanese","1","b4036bb7-835d-4690-aca1-1ab566776e9a"
"Jeska's Will","","english","1","4e91d96d-cc69-439b-b876-a7d57039022c"
"Reanimate","","english","1","d27c6aaa-289e-451e-8fde-97a044c53fc4"
"Watery Grave","","english","1","7d4595f2-9297-40dc-b2dd-7144bbb401f7"
"Drannith Magistrate","","english","1","98b0a4a8-9319-451b-9b79-b0bca7a41e91"
"Apex Devastator","","english","1","8fa281e1-5c48-4bba-b8e9-88c6f5f53abb"
"Birds of Paradise","","english","1","33a931b6-607c-4cbb-ad1e-14e2cad14947"
"Seedborn Muse","","english","1","3f5bee0f-ebc8-4f41-91ee-4eed104ad980"
"Moraug, Fury of Akoum",Foil,"english","1","fb04266a-ee41-4db3-99fa-bd8a333f1a61"
"Raugrin Triome","","english","1","c303a627-cce3-4045-81f8-fe7427e0a941"
"Liliana of the Veil","","english","1","a18b8768-4126-4636-990e-21b4308740dc"
"Toxic Deluge","","english","1","db34617f-b04f-4b65-84cf-5c5be1eb7226"
"Gisela, Blade of Goldnight","","english","1","4d039ff5-907f-4c27-8941-83e5e75bd19d"
"Natural Order","","Japanese","1","4bb72f05-5173-4e70-9e71-278249b378e7"
"Underworld Breach","","english","1","0e51d796-7279-4c06-87f0-37adbdaa41df"
"Esika, God of the Tree // The Prismatic Bridge","","english","1","f6cd7465-9dd0-473c-ac5e-dd9e2f22f5f6"
"Ancient Greenwarden","","english","1","dfe08e59-fdc4-436f-b05c-6ad386c46310"
"Grenzo, Havoc Raiser","","Japanese","1","075cd558-2557-409a-8244-2de65664be53"
"Utopia Sprawl","","english","1","5f04c8a2-dcdd-4e87-85d3-9841561cdcdf"
"Horn of Greed","","english","1","950660f9-b185-4979-a08b-cce4ec6ce07d"
"Toxic Deluge","","Japanese","1","d00fa18f-d50a-4d3f-929e-91f29141b1df"
"Time Warp","","english","1","6e70332c-de0b-45ce-bbd1-5de4314c08db"
"Heroic Intervention","","Japanese","1","8f5a620c-fde7-4b72-bf8a-efc4f14560c5"
"Jace, Vryn's Prodigy // Jace, Telepath Unbound","","english","1","02d6d693-f1f3-4317-bcc0-c21fa8490d38"
"Worldly Tutor","","english","1","fb6b6fbe-cb6f-4d0d-b3eb-f9629d6784b3"
"Utvara Hellkite","","english","1","f2ad4005-a511-4151-90c9-ace197b86759"
"Chord of Calling","","english","1","e064174b-8f07-4fea-9eef-c3b5d0220b1a"
"Hallowed Fountain","","english","1","f97a6d34-03ab-49f1-b02e-405b733f8843"
"Vigor","","english","1","ea7047d8-8d32-48a3-829b-7eb5427ed53a"
"Kalonian Hydra","","english","1","a310086d-1fa0-46a6-af82-5875a2fbc27e"
"Faerie Artisans","","english","1","ff05c503-2536-48f5-a639-480614a2e5f8"
"Ephemerate","","Japanese","1","f704397a-c180-44ae-9e4e-90180556b87b"
"Uro, Titan of Nature's Wrath","","english","1","1e3259f8-ee93-4b02-b8e1-a7bd6dd698ca"
"Swan Song","","Japanese","1","9d968dde-c406-48ef-a1ab-373aebc24693"
"Attrition","","english","1","e3eb615b-249d-433f-a521-8310e8784b5d"
"Kiki-Jiki, Mirror Breaker","","english","1","fa701469-a15c-4e45-8455-089bd4040cf1"
"Pact of Negation","","english","1","1ed4c0bb-b710-44a1-b8bc-6bd11c27b8b8"
"Inkshield","","english","1","5e1c14a0-cd68-45fc-a127-422ca6113048"
"Ashaya, Soul of the Wild","","Japanese","1","74943390-d25f-47cb-90bb-cbf70c87f4a2"
"Conjurer's Closet",Foil,"english","1","5de7e412-87b1-4c03-a074-f319a8c073ce"
"Sheoldred, Whispering One","","english","1","18206ae6-08e2-4ad2-bc0a-6626a89b9516"
"Hall of Heliod's Generosity","","english","1","b5cbd10a-b9a6-4c00-8280-72bb4add4390"
"Estrid's Invocation","","english","1","04c01143-f7fc-4874-87fd-59d1432c2bbb"
"Authority of the Consuls","","Japanese","1","324b2f55-1e09-490e-8f7e-bfde85a91ac4"
"Alhammarret's Archive","","Japanese","1","70afb856-6697-411b-b1aa-e9290a0bfd68"
"Mystical Tutor","","Japanese","1","1571b584-9007-45ee-a3c3-6c72f227fee2"
"Hellkite Tyrant","","english","1","67d15ee6-916f-4ac9-a4d2-4a9bd389d451"
"Crystalline Crawler","","english","1","414d65f0-36a3-42af-997c-af752898c74c"
"Thassa's Oracle","","english","1","726e8b29-13e9-4138-b6a9-d2a0d8188d1c"
"Vial Smasher the Fierce",Foil,"english","1","722b1e02-2268-4e02-8d09-9b337da2a844"
"Guardian Project","","english","1","ccad6ce0-ddf0-458d-bdae-3d7805fdc775"
"Exploration","","Japanese","1","ce4c6535-afea-4704-b35c-badeb04c4f4c"
"Revel in Riches","","english","1","79b0e035-8716-469d-99ae-a530cd96ef09"
"Luminarch Ascension","","english","1","b3770d86-4496-4c06-aab1-2917cfec100e"
"Farewell","","english","1","e1068723-d1ef-4007-97d9-b10dccdbade4"
"Morphic Pool","","english","1","48e40927-dd87-42ed-b805-0ae8ba81f5fb"
"Sword of the Animist","","Japanese","1","f3687c36-c0ae-4dba-9379-b420236bf529"
"Thassa, Deep-Dwelling","","Japanese","1","27b52628-de05-4ec1-9978-e998cf17bb26"
"Primal Amulet // Primal Wellspring","","english","1","d4d379b5-7f56-4a7d-a4ac-131fc3d579c6"
"Sower of Discord","","english","1","b111df04-7687-47f9-8ffc-5cf25bc3e9bf"
"Cathars' Crusade","","english","1","91a54f0a-1e6b-4f1e-8109-605c8c2e777c"
"Birthing Pod","","english","1","b768efa2-e56b-4a7e-ace8-d673f10e0714"
"Glen Elendra Archmage","","english","1","bd9af767-42da-46c7-a2b8-3957b2e3063f"
"Luminous Broodmoth","","Japanese","1","bb65df55-d6a6-4a57-a903-e5eb17637982"
"Training Center","","english","1","b15c58c0-4d42-488e-bb9d-7a550d9ea5e6"
"Academy Manufactor","","english","1","90744c2c-6dd7-4623-8cbf-b138b83ee88f"
"Undergrowth Stadium","","english","1","df64c9cf-17de-44f3-831d-ba09661f2308"
"Tendershoot Dryad","","Japanese","1","a159830a-698f-423c-9da0-a734b210ecab"
"Animar, Soul of Elements","","Japanese","1","1df98d4a-0f11-4064-a113-54ab14b9b3eb"
"Metallic Mimic","","english","1","1aa4eba9-9e91-4beb-9296-a18baa73a318"
"Pyrohemia","","english","1","7e17b8ee-9de9-44d8-958b-3fced717ed32"
"Manaweft Sliver",Foil,"english","1","9f9612d2-0379-4f33-88d2-e4098bfd53ac"
"Thousand-Year Elixir","","english","1","b2c448f0-776b-4aa9-8b6d-af35b118625f"
"Reyhan, Last of the Abzan",Foil,"english","1","8afad106-a49b-4910-959e-228c109ea983"
"Mystical Tutor","","english","1","7dd7dd7c-872d-44b6-8ce6-0b05c6f98e69"
"Mystical Tutor","","english","1","7dd7dd7c-872d-44b6-8ce6-0b05c6f98e69"
"Phyrexian Metamorph","","Japanese","1","d2e27911-87cb-49a0-a34f-6afe4bddd592"
"Narset's Reversal","","english","1","63754036-d51e-47bb-925b-564d9dc922ff"
"Aetherflux Reservoir","","english","1","96b6b2e1-c3e6-464c-8a13-b15deb34e862"
"Pir, Imaginative Rascal","","english","1","5a7241f5-4d69-47fe-b037-95037008184c"
"Archaeomancer's Map","","english","1","703d0bdc-01a0-4ba8-8536-e7425dfb3b1f"
"Assassin's Trophy","","english","1","aeb63464-d06b-4626-a57a-1e393ef04a58"
"Lurking Predators","","english","1","9952da7c-3cfc-413f-8849-0f10e9c8dceb"
"Vorinclex, Voice of Hunger","","english","1","603a7305-c036-47ef-8926-25b66a7905df"
"Divine Visitation","","english","1","da3789d4-3621-44a1-bb72-8e3bbac8bf72"
"Luxury Suite","","english","1","81298b0b-9d47-4777-998e-0c17821ef536"
"Nesting Dragon","","english","1","8b027eb1-9010-4700-a941-fa024a688d3e"
"Spark Double","","english","1","bb8a103c-b776-4501-9441-a45b90391045"
"Azusa, Lost but Seeking","","Japanese","1","bc38affd-b51d-4ea4-8198-d121c24ee5cf"
"Aurelia, the Warleader","","english","1","4ec18e35-05e4-4bfc-b32b-c3e71c95a71d"
"Helm of the Host","","english","1","1d65d20c-09e5-4139-838b-7e0e48eb2b2b"
"Illusionist's Bracers","","english","1","cc06cf32-5d66-4772-845d-ff7649396092"
"Sidisi, Undead Vizier","","Japanese","1","6ea5dbba-6114-4d97-9363-817ab9e896d3"
"Wand of Orcus","","english","1","510af4b7-289a-4de7-9a22-00fe1e8aaabf"
"Curiosity Crafter","","english","1","0452c73b-4522-4808-8f97-0e84e2944ee9"
"Vedalken Orrery","","Japanese","1","178c71e6-a905-4050-b483-044462c4c1c5"
"Meren of Clan Nel Toth","","english","1","f43bf91d-bc08-417f-a549-64919c24052a"
"Jin-Gitaxias, Core Augur","","english","1","c5341194-90c3-4554-8c45-f4442ad2eef0"
"Gray Merchant of Asphodel",Foil,"english","1","d794d0a4-4041-43c0-aedb-e2a76611a3ea"
"Deadeye Navigator","","english","1","f26a79b9-9f09-476e-b914-cade929dd852"
"Vanquisher's Banner","","english","1","60b7a85f-3a30-4ece-9bbb-61f3c4b796b8"
"Kodama of the East Tree","","english","1","896f357e-38e6-4259-91bc-1c2e7119d1d5"
"Growth Spiral","","Japanese","1","ffea9e1d-10e1-458b-afba-e33ce9695322"
"Bear Umbra","","english","1","f025451f-24aa-41d6-9051-c456e52bbdda"
"Elvish Reclaimer","","english","1","39c431d7-d94b-46c4-bb89-f3db56214ab4"
"Ashnod's Altar","","english","1","d5e1a75e-1369-4f28-bb7d-e7ea2e6087e9"
"Chandra, Hope's Beacon","","english","1","62707510-96ae-492f-8b14-a34d0c9fb859"
"Omnath, Locus of Mana","","english","1","4ce5b167-df7a-499e-8dcc-7aec2e28b382"
"Paradox Haze","","english","1","a7c74def-83e5-4420-989d-2304bf4743ae"
"Combat Celebrant","","english","1","28b63c3d-2e55-4343-b49a-11fa602ec473"
"Ezuri, Renegade Leader","","Japanese","1","e9544132-bbb5-4ec4-af82-dad56e5091af"
"Toothy, Imaginary Friend","","english","1","ebdf2f50-f69a-47c4-a75f-ff55781bb0c8"
"Sea of Clouds",Foil,"english","1","d4fb722f-40af-4bd1-b660-e8186b98f233"
"Ophiomancer","","english","1","0ef8d3a2-5c6b-41e2-aa7d-81e4a5d04421"
"Shaman of Forgotten Ways","","english","1","a3e9c8f7-2232-4a2a-8a00-0a2908bc7543"
"Halo Fountain","","english","1","0ee79399-715c-4c46-9fa1-e76b1087f009"
"Sol Ring","","english","1","4d76d52c-7dd0-4d00-af84-fedae29590db"
"Ilharg, the Raze-Boar","","english","1","c0109b60-09aa-4a03-92e7-0c651d976d51"
"Bonus Round","","english","1","e21aa266-4264-4e02-9403-02930e641573"
"Panharmonicon","","english","1","15856326-d943-476a-9d31-898b9f990bb6"
"Jace, Wielder of Mysteries","","english","1","6adb7d73-4482-4930-8497-cffd169b57e2"
"Freyalise, Llanowar's Fury","","english","1","869118c9-1ebb-42a5-8020-d043ec653241"
"Underrealm Lich","","english","1","0782e090-209c-428f-966a-17f3ceab2903"
"Pattern of Rebirth","","english","1","c0e34219-9fd9-4f11-a244-670fb75ef938"
"Hardened Scales","","english","1","01c4a294-d8b5-4237-af09-f592029c917a"
"Cascade Bluffs","","english","1","30bd7f43-a0ed-4601-a6d8-f87e7bbd269d"
"Altar of Dementia","","english","1","169356e0-46dc-4096-8e66-36726454f104"
"Warrior's Oath","","english","1","65e10759-e862-4b69-8b58-474df2cdae29"
"God-Eternal Rhonas","","english","1","0eb444f0-69cc-47c8-8cd6-1f9edad5d903"
"Herald's Horn","","english","1","e64d51b3-20a2-4cc3-bd70-7f165940c157"
"Narset of the Ancient Way",Foil,"english","1","91ac6589-75ee-4fbf-8056-1860c1482592"
"Rhythm of the Wild","","english","1","84062ce2-fea2-4e06-b83b-7cc597fb2a1b"
"Wandering Archaic // Explore the Vastlands","","english","1","18a2bdc8-b705-4eb5-b3a5-ff2e2ab8f312"
"Sanctum Prelate","","english","1","475ba7c2-7ae5-47cc-8fbe-c053628c72e1"
"Magus of the Coffers","","english","1","962a16bb-516c-4e74-b8dd-edd4c63c5fff"
"Underground River","","english","1","9b411380-878e-4f96-b9db-85bb3dec55d1"
"Underground River","","english","1","9b411380-878e-4f96-b9db-85bb3dec55d1"
"Acorn Catapult","","english","1","9fed5706-d7bd-4c8c-b301-4909b3167d06"
"Pariah's Shield","","english","1","cc316f1e-84ce-4013-a150-d537f964a604"
"Mechanized Production","","english","1","235dd8f1-215a-4b0a-9e94-0d0d5a3c730b"
"Beastmaster Ascension","","english","1","5f9a9d51-2209-4d37-94ee-ca8105e10466"
"Cryptbreaker","","english","1","629e37d1-c0f3-44f2-926e-41eb3687c1d9"
"Fury Storm","","english","1","10dad353-7200-46de-96ad-4c457b94c62b"
"Skullclamp","","english","1","005dae9a-dddc-4a11-95bb-cce319edcce4"
"Galazeth Prismari",Foil,"english","1","c5214f65-2bab-46e4-aff5-a16cac249b53"
"Nissa, Vital Force","","english","1","bbaaa98a-ec40-4ff1-8762-a719cf1c475d"
"Blade of Selves","","english","1","6e8735b5-64ef-4782-8d8d-4477b409e52d"
"Nissa, Who Shakes the World","","english","1","f857bbe4-5619-4733-a0c7-69700f2ef4f3"
"Tasha's Hideous Laughter","","english","1","c4932113-904f-427a-9566-509cc008f3ef"
"Avenger of Zendikar","","english","1","03dea775-bbb3-4e9c-8514-0605b5ad2e8b"
"Klothys, God of Destiny","","Japanese","1","5b3c393c-3596-4bd9-a553-e0b03c2eb950"
"Chromatic Lantern","","english","1","ea123356-3055-4e42-b816-ac3c4e9087d1"
"Xantcha, Sleeper Agent","","Japanese","1","89b03b9a-7e20-47cb-bc64-23513acea855"
"Bane of Progress","","english","1","66a23edd-96ad-4870-907f-2c332bc2e53b"
"Maze of Ith","","english","1","4b8eee4f-99e3-499d-9d6d-0bff023f6512"
"Phyrexian Arena","","english","1","b4142d3b-9c17-4a26-949e-3fc3e600fd1c"
"Augur of Autumn",Foil,"english","1","8b53f6f5-f31b-4b0f-9b04-a72a96101223"
"Sword of the Paruns","","english","1","d21d7452-b49e-499e-9cf3-4a883e5e9e57"
"Rishkar's Expertise","","english","1","5d58ba68-05c1-4cd8-a93d-321cd1739ccb"
"Supreme Verdict","","english","1","a679cc74-6119-468f-8c64-5dcf216438d1"
"Gravecrawler","","english","1","48d73cb5-22ac-43df-9c4b-0c860bb80b3e"
"Nim Deathmantle","","english","1","f638bd96-8424-461f-87bf-4b7a7153fd35"
"Kruphix, God of Horizons","","Japanese","1","27427233-da58-45af-ade8-e0727929efaa"
"Prismari Command","","english","1","866b7fd4-86e3-4b42-b1ea-33bad0db1f9f"
"Journey to Eternity // Atzal, Cave of Eternity","","english","1","d81c4b3f-81c2-403b-8a5d-c9415f73a1f9"
"Liliana, Heretical Healer // Liliana, Defiant Necromancer","","Japanese","1","9f25e1cf-eeb4-458d-8fb2-b3a2f86bdd54"
"Muldrotha, the Gravetide","","english","1","c654737d-34ac-42ff-ae27-3a3bbb930fc1"
"Ephara, God of the Polis","","english","1","6832e495-7ee9-43e0-94ea-03c88344080e"
"Lithoform Engine","","Japanese","1","6683416a-5820-4cd0-b28a-60a53239e9ef"
"Chandra, Torch of Defiance","","english","1","c7bbb911-9de2-455d-9677-e1004db65dbd"
"Ajani, Strength of the Pride","","english","1","79883468-a37c-4894-8d05-6a4d150b7d59"
"Tamiyo, Compleated Sage","","english","1","5898a9c4-c983-4807-af06-18111702ab59"
"Rhonas the Indomitable","","english","1","50f23c47-278c-4188-8fb4-ae20a0c423c5"
"Dreadhorde Arcanist",Foil,"english","1","4ed0f828-4675-4bed-a80e-ccabf57156d8"
"Demilich",Foil,"english","1","a334c950-032b-4dcb-ac4a-5b4fd630308a"
"Ghoulcaller Gisa","","english","1","bbd9aba4-6db6-417b-8515-5617f0acdc9b"
"Liliana, Heretical Healer // Liliana, Defiant Necromancer","","english","1","d8b718d8-fca3-4b3e-9448-6067c8656a9a"
"Emiel the Blessed","","english","1","f74dfd07-d17c-4890-82c3-4b12a6029940"
"Yarok, the Desecrated","","Japanese","1","a1001d43-e11b-4e5e-acd4-4a50ef89977f"
"Treasure Map // Treasure Cove","","english","1","c0f9c733-0818-4a03-8f0c-a163d09e0fff"
"Kappa Cannoneer","","english","1","85a89077-b384-4fca-9d26-7297962c1541"
"Plague Belcher","","english","1","280ae211-f025-4971-83e6-118ca08a1911"
"Caged Sun","","english","1","dfe6f9ec-3b7f-4c11-acd1-440e14217e5d"
"Thrilling Encore","","english","1","20b4d2f6-c49c-45d7-b172-2628d336e843"
"Thrilling Encore","","english","1","20b4d2f6-c49c-45d7-b172-2628d336e843"
"Leyline of Anticipation","","english","1","29b70152-1d7b-45c4-8c85-011d2338e0a8"
"Harmonize","","english","1","cb853d72-9b29-4ea1-80db-da9e0b547ad5"
"Lathliss, Dragon Queen","","english","1","29da3c7f-f886-4be0-bce5-d2707c5fc926"
"Grim Hireling","","english","1","08c6872d-4cb5-4a59-b1dd-38c107906660"
"Star of Extinction","","english","1","021f57dc-80f3-4ede-99d5-4a44aade44e2"
"March of Otherworldly Light","","english","1","a400cd7d-b004-4310-9787-bbec0fe36fd8"
"Talisman of Dominance","","english","1","43ec73b2-4215-4e30-ad6d-1764879030f4"
"Urabrask the Hidden","","english","1","f60f6330-f1ce-4a39-ab58-49bb5fa96081"
"Manaform Hellkite","","english","1","52e59170-aa80-45e1-ad0d-ce4818e78d2a"
"Torrential Gearhulk","","english","1","d52868cb-087e-4f91-91bc-455f2e2e7cd7"
"Kasmina, Enigma Sage","","english","1","fed5f87d-3bca-44fc-a1ea-fc01e36ba092"
"Thousand-Year Storm","","english","1","270a0863-7d07-43f0-925d-a8ce0383a1cb"
"Endless Ranks of the Dead",Foil,"english","1","4070b947-1d40-4f86-bfed-59de52ddcb66"
"Golos, Tireless Pilgrim","","english","1","1fa48620-4c3d-4f75-be1f-c12c4aa59f51"
"Silent-Blade Oni","","english","1","f0016f82-f428-4ee4-bf60-0199b22b8453"
"Mirage Mirror","","english","1","29148d7e-b398-4e19-a29e-d9a660ad5016"
"Mizzix of the Izmagnus","","english","1","d0ea2c3a-c36d-44e8-bc46-5361f5f9d0e7"
"Stuffy Doll","","english","1","14ca7425-a499-4864-b955-369ef2577849"
"Curse of Opulence","","english","1","e23db9d3-d11f-4b2c-8349-687bc0e9d4c2"
"Rooftop Storm","","english","1","ab01d871-ba50-400a-95e7-09af9e34405f"
"Baral, Chief of Compliance","","english","1","60e16d94-1166-4050-8554-686e153a7f80"
"Selfless Spirit","","english","1","a4624976-3773-4a1e-b725-5f6efce147a5"
"Hullbreacher","","english","1","4df8aabc-7fcb-4b7b-980b-18f499e6c170"
"Svyelun of Sea and Sky","","english","1","c6f9ece1-669a-47c9-96c3-1e1dbf87421c"
"Vivien on the Hunt","","english","1","5edfb119-abc9-4d4d-bc46-33cce1a0922d"
"Venser, Shaper Savant","","english","1","92a0243a-4661-4c7c-8dd2-9237bf9238de"
"Skullbriar, the Walking Grave","","english","1","69dad154-2616-4bd6-8448-0e0458ee136d"
"Sanctuary Warden","","english","1","95c43f0d-bca6-43c6-9fea-83fc5e178a70"
"Maro","","english","1","11528f4f-35b7-457d-8b83-1954bd3289c3"
"Whiptongue Hydra","","english","1","0005c844-787c-4f0c-8d25-85cec151642b"
"Karmic Guide","","english","1","b0768971-88ed-4166-aede-209654878e53"
"Reinterpret","","english","1","765e64ae-699c-46bd-a8cc-c8c1075d644f"
"Strip Mine","","english","1","8c44ecce-6019-47f6-b3e8-1394a88ff81e"
"Agatha's Soul Cauldron",Foil,"english","1","019b51b0-e5c6-4208-922b-7736686dddcd"
"Moonshaker Cavalry","","english","1","092c48bd-b648-4c9e-aa99-cac3c407911d"
"Land Tax","","english","1","cb8796fd-ebf4-4fe3-b785-f48c65ff8257"
